occupations	name
8113	Layer (rope, twine mfr) 
8113	Layer (textile spinning) 
8129	Layer (wire rope, cable mfr) 
8149	Layer and fixer, patent flooring and roofing 
5419	Layer-down (textile finishing) 
8127	Layer-on, machine 
8121	Layer-on (cardboard box mfr) 
9139	Layer-on (metal file mfr) 
8113	Layer-on (textile mfr) 
8111	Layer-out, tobacco 
8113	Layer-out, yarn 
5419	Layer-out (glove mfr) 
9139	Layer-out (textile mfr) 
8129	Layer-up (cable mfr) 
5414	Layer-up (clothing mfr) 
8114	Layer-up (tannery) 
9119	Layman, mussel 
3415	Leader, band 
}}}}	Leader, cell 
3231	Leader, club 
8212	Leader, coal 
2312	Leader, course (further education) 
6121	Leader, crèche 
3443	Leader, fit, keep 
8122	Leader, girder (coal mine) 
}}}}	Leader, group, research 
6144	Leader, home (nursing home) 
6144	Leader, home (residential home) 
8111	Leader, line (food products mfr) 
3415	Leader, orchestra 
6123	Leader, play 
6123	Leader, playgroup 
2134	Leader, project, software 
2134	Leader, project (software design) 
3442	Leader, pursuits, outdoor 
5323	Leader, red 
4162	Leader, section (clerical office)
3122	Leader, section (drawing office)
2127	Leader, section (production control)
4162	Leader, section (progress)
4162	Leader, section (senior)
6142	Leader, section (ambulance service) 
3313	Leader, section (fire service) 
7130	Leader, section (retail trade) 
4162	Leader, shift, computer 
6142	Leader, shift (ambulance service) 
1171	Leader, Squadron 
4162	Leader, team, administration, sales 
4162	Leader, team, administrator, sales 
2136	Leader, team, analyst (computing, programming)
8139	Leader, team, assembly 
8233	Leader, team, baggage, airline 
3561	Leader, team, benefit (local government) 
6146	Leader, team, care, home (local government: social services) 
4162	Leader, team, census 
7220	Leader, team, centre, call 
2219	Leader, team, clinical (health)
2231	Leader, team, clinical (health authority) 
2423	Leader, team, consultancy, management 
4133	Leader, team, control, stock 
3132	Leader, team, desk, help (computing)
3231	Leader, team, district (local government: youth service) 
5250	Leader, team, electrical 
3132	Leader, team, IT 
2231	Leader, team, nurse 
7130	Leader, team, operation, sales (retail trade) 
3131	Leader, team, operations, computer 
3131	Leader, team, operations, network 
4162	Leader, team, payable, accounts 
4162	Leader, team, preparation, data 
8131	Leader, team, production (electrical, electronic equipment mfr: assembly)
8132	Leader, team, production (motor vehicle mfr) 
2136	Leader, team, programming 
4162	Leader, team, receivable, accounts 
7122	Leader, team, recoveries 
7220	Leader, team, services, customer 
4113	Leader, team, services, data (local government) 
6240	Leader, team, services, housekeeping 
2136	Leader, team, software (computing)
9260	Leader, team, stockhandlers (warehousing) 
6144	Leader, team, support, home 
3132	Leader, team, technology, information 
7130	Leader, team, telesales 
9260	Leader, team, warehouse 
3131	Leader, team (computer operations)
7220	Leader, team (customer care)
7125	Leader, team (merchandising)
2232	Leader, team (midwifery)
2231	Leader, team (nursing)
2136	Leader, team (programming)
3539	Leader, team (project management)
6142	Leader, team (ambulance service) 
4123	Leader, team (bank) 
4123	Leader, team (building society) 
7220	Leader, team (call centre) 
6240	Leader, team (cleaning) 
8131	Leader, team (electrical, electronic equipment mfr: assembly)
3533	Leader, team (insurance) 
3422	Leader, team (interior design) 
6146	Leader, team (local government: social services: home care)
6144	Leader, team (local government: social services: residential care)
2442	Leader, team (local government: social services) 
3561	Leader, team (local government) 
2423	Leader, team (management consultancy) 
8132	Leader, team (motor vehicle mfr: assembly)
6146	Leader, team (nursing home) 
6144	Leader, team (residential care home) 
7130	Leader, team (retail trade) 
}}}}	Leader, team 
8122	Leader, timber (coal mine) 
9139	Leader, timber 
6219	Leader, tour 
6139	Leader, trek (equestrian trekking centre) 
9139	Leader, water 
5316	Leader, window 
3231	Leader, youth 
3131	Leader (computing)
2442	Leader (social worker)
8117	Leader (abrasive wheel mfr) 
6144	Leader (children's home) 
6144	Leader (residential home) 
6222	Leader (slimming club) 
9139	Leadsman 
8111	Leaser, spinning, machine 
8113	Leaser (textile mfr) 
2311	Lecturer, clinical 
2312	Lecturer, college, FE 
2312	Lecturer, college (further education) 
2311	Lecturer, college (higher education, university) 
2312	Lecturer, dance (further education) 
2315	Lecturer, dance (primary school) 
2314	Lecturer, dance (secondary school) 
2316	Lecturer, dance (special school) 
2319	Lecturer, dance 
2319	Lecturer, ESOL 
2311	Lecturer, midwifery 
2311	Lecturer, nursing 
2311	Lecturer, political 
2311	Lecturer, polytechnic 
2311	Lecturer, university 
6222	Lecturer, watchers, weight 
2215	Lecturer (dentistry)
3563	Lecturer (industrial training)
2211	Lecturer (medicine)
2211	Lecturer (surgery)
2312	Lecturer (further education) 
2311	Lecturer (higher education, university) 
2311	Lecturer (nursing, midwifery) 
2311	Lecturer (nursing) 
2314	Lecturer (secondary school) 
2314	Lecturer (sixth form college) 
2316	Lecturer (special school) 
2312	Lecturer 
5211	Legger, flyer 
8113	Legger (hosiery finishing) 
7121	Lender, money 
8113	Lengthener 
8142	Lengthman, road 
9120	Lengthman (canals) 
8142	Lengthman (local government) 
8143	Lengthman (railway maintenance and repair) 
8143	Lengthman (railways) 
}}}}	Lengthsman 
2112	Lepidopterist 
5323	Letterer (signwriting) 
8117	Levelhand 
8142	Leveller, concrete 
8117	Leveller, plate 
8117	Leveller, roller (steelworks) 
8229	Leveller (asphalt spreading machine)
9139	Leveller (coke ovens) 
5413	Leveller (footwear mfr) 
8127	Leveller (lithography) 
8117	Leverman (iron and steelworks) 
3412	Lexicographer 
2451	Librarian, branch 
2451	Librarian, chartered 
2451	Librarian, film 
2451	Librarian, hospital 
2451	Librarian, magazine 
2451	Librarian, media 
2451	Librarian, newspaper 
2451	Librarian, picture 
2451	Librarian, tape, computer 
2451	Librarian, tape, magnetic 
2451	Librarian, technical 
2451	Librarian, university 
2451	Librarian, visual, audio 
2451	Librarian 
1224	Licensee, house, public 
1254	Licensee (off-licence) 
1190	Licensee (petrol station) 
1224	Licensee 
9134	Lidder (boot polish mfr) 
8139	Lidder (cardboard box mfr) 
1171	Lieutenant 
1171	Lieutenant-Colonel 
1171	Lieutenant-Commander 
1171	Lieutenant-General 
8232	Lifeboatman 
6211	Lifeguard, pool 
6211	Lifeguard 
8113	Lifter, beam 
9235	Lifter, bin 
9139	Lifter, box 
8114	Lifter, butt 
9139	Lifter, coke 
8222	Lifter, fork 
9260	Lifter, freight 
8141	Lifter, heavy 
5237	Lifter (railway workshops) 
8221	Lifter (steelworks) 
8113	Lifter (textile mfr) 
9260	Lifter (warehousing) 
9139	Lifter-up (foundry) 
8117	Lifter-up (rolling mill) 
8221	Liftman, gantry 
9249	Liftman, service 
8221	Liftman, steam 
8221	Liftman (iron and steelworks) 
9249	Liftman 
8113	Ligger 
8113	Ligger-on (wool)
9139	Lighter, fire 
8232	Lighter, lamp (Trinity House, ships)
8122	Lighter, shot (coal mine) 
8232	Lighterman 
8232	Lightsman (lightship)
9139	Limer (blast furnace) 
8114	Limer (fellmongering) 
2112	Limnologist 
5249	Lineman, power 
5216	Lineman, pump 
5249	Lineman, signal, power 
5242	Lineman, traction 
5249	Lineman 
8139	Liner, basket 
8139	Liner, box, work 
8139	Liner, brake 
8139	Liner, cabinet (upholstery mfr) 
8139	Liner, case 
8139	Liner, cycle 
8149	Liner, dry 
5312	Liner, furnace 
8139	Liner, glove 
5441	Liner, gold (ceramics mfr) 
8139	Liner, gold (cycle mfr) 
5312	Liner, ladle 
8139	Liner, machine 
8139	Liner, picture 
8115	Liner, pipe (rubber lining)
9120	Liner, pipe (building construction) 
9120	Liner, pipe 
8115	Liner, plant (rubber lining)
8139	Liner, pouch, leather 
8142	Liner, road 
5313	Liner, roof 
8139	Liner, table 
8116	Liner, tank (glass fibre)
8115	Liner, tank (rubber lining)
8111	Liner, tin (bakery) 
5441	Liner, tube 
5441	Liner (lenses)
8115	Liner (rubber)
8139	Liner (cardboard box mfr) 
5441	Liner (ceramics mfr) 
8137	Liner (clothing mfr) 
8137	Liner (fur garment mfr) 
8137	Liner (hat mfr) 
8139	Liner (metal trades) 
5222	Liner (safe mfr) 
8133	Liner and finisher (vehicle mfr) 
5222	Liner-off (engineering) 
5222	Liner-out (engineering) 
5222	Liner-up (engineering) 
9120	Linesman, diver's 
5249	Linesman, electrical 
5314	Linesman, gas 
5249	Linesman, instrument (railways) 
5249	Linesman, overhead 
5249	Linesman, power 
4131	Linesman, progress 
5216	Linesman, pump 
5249	Linesman, railway 
5249	Linesman, signal 
8122	Linesman, survey (coal mine) 
9120	Linesman, surveyor's 
5242	Linesman, telegraph 
5242	Linesman, telephone 
9134	Linesman (brewery) 
5249	Linesman (coal mine: above ground) 
8122	Linesman (coal mine) 
5242	Linesman (radio relay service) 
5242	Linesman (telecommunications) 
9120	Linesman (water works) 
5249	Linesman 
5249	Linesman-erector 
8111	Lineworker (food products mfr) 
8132	Lineworker (vehicle mfr) 
}}}}	Lineworker 
8113	Linger 
3412	Linguist 
8125	Linisher 
5449	Linker, chain 
8111	Linker, sausage 
8137	Linker (textile mfr: hosiery, knitwear mfr) 
8113	Linker (textile mfr) 
6211	Linkman (entertainment)
5441	Lipper, glass 
8111	Liquefier, butter 
2421	Liquidator, company 
5421	Lithographer, photo 
5441	Lithographer (ceramics mfr) 
8127	Lithographer (printing) 
3520	Litigator 
8233	Loader, aircraft 
9260	Loader, barge 
9260	Loader, boat 
9139	Loader, bulk (petroleum distribution) 
5449	Loader, cartridge 
5423	Loader, cassette, cartridge (photographic film mfr) 
9279	Loader, clapper 
9139	Loader, coal 
9139	Loader, coke 
8122	Loader, conveyor (coal mine) 
9139	Loader, conveyor 
9260	Loader, dockside 
5423	Loader, film 
9260	Loader, fish 
9139	Loader, furnace (metal trades) 
8112	Loader, kiln 
8112	Loader, lehr 
9260	Loader, lorry 
9139	Loader, machine 
9139	Loader, mechanical (mine: not coal) 
9139	Loader, milk (dairy) 
8119	Loader, mould (asbestos composition goods mfr) 
9139	Loader, paper 
8122	Loader, power (coal mine) 
9235	Loader, refuse (local government: cleansing dept) 
9139	Loader, stone (mine: not coal) 
8122	Loader, timber (coal mine) 
9260	Loader, timber (docks) 
9119	Loader, timber (forestry) 
9139	Loader, timber (sawmilling) 
9139	Loader, wagon 
9260	Loader, warehouse 
5449	Loader (ammunition mfr) 
8112	Loader (ceramics mfr) 
8114	Loader (charcoal mfr) 
8122	Loader (coal mine) 
9139	Loader (coke ovens) 
9260	Loader (docks) 
8127	Loader (lithography) 
9139	Loader (mine: not coal) 
9260	Loader 
9260	Loader and unloader 
8211	Loader-driver (heavy goods vehicles (HGV))
8233	Loader-driver (airport) 
8122	Loaderman, power (coal mine) 
9260	Loaderman, ship 
8233	Loadmaster (airlines) 
3311	Loadmaster (armed forces) 
9139	Lobber (card, paste board mfr) 
2472	Lobbyist 
8137	Locker, flat 
9134	Locker (hat mfr) 
5223	Locksmith 
8114	Lofter (salt)
3122	Loftsman (engineering) 
5236	Loftsman (shipbuilding) 
5315	Loftsman and scriever 
4131	Logger, court 
2113	Logger, mud 
3111	Logger, well 
4159	Loggist 
9260	Longshoreman 
8232	Look-out and AB 
8133	Looker, cloth 
8133	Looker, piece 
8133	Looker, yarn 
4135	Looker-out, book 
9260	Looker-out (ophthalmic lenses)
8133	Looker-out (pen nib mfr) 
8133	Looker-over, decorator's 
8133	Looker-over (ceramics mfr) 
5413	Looker-over (footwear mfr) 
8133	Looker-over (textile finishing) 
8139	Looker-to-ware, thrower's 
9260	Looker-up (footwear)
8113	Loomer 
8113	Loomer and twister 
8137	Looper (hosiery, knitwear mfr) 
8113	Looper (wool spinning) 
9112	Lopper, tree 
9139	Lowerer, wagon 
9139	Lubricator (gun mfr) 
8129	Lubricator 
8123	Lugger (mine: not coal) 
9112	Lumberjack 
9260	Lumper, fish 
9260	Lumper (docks) 
5419	Lurer 
8121	Lurrier 
5441	Lustrer 
9139	Luter (coke ovens) 
5449	Luthier 
1116	MEP 
1116	MLA (Northern Ireland Assembly) 
2112	MLSO 
3312	MP (armed forces) 
1116	MP 
2213	MPS 
2211	MRCP 
2211	MRCS 
2216	MRCVS 
1116	MSP 
9249	Macer 
}}}}	Machiner 
4217	Machinist, accounting 
4217	Machinist, accounts 
8125	Machinist, action 
4217	Machinist, adding 
4217	Machinist, addressing 
8113	Machinist, ageing 
8223	Machinist, agricultural 
8125	Machinist, anocut 
8129	Machinist, armouring 
8111	Machinist, assembly, plug 
8137	Machinist, automatic (sewing)
8125	Machinist, automatic 
8139	Machinist, backer (footwear)
8121	Machinist, bag, carrier 
8121	Machinist, bag, paper 
5413	Machinist, bag (leather goods mfr) 
8139	Machinist, bag (plastics goods mfr) 
8137	Machinist, bag (sack mfr) 
5413	Machinist, bagging 
9134	Machinist, baling 
8113	Machinist, ball 
8113	Machinist, balling (textile mfr) 
8111	Machinist, banding 
8121	Machinist, barking 
8137	Machinist, barring (clothing mfr) 
8137	Machinist, bartack 
8137	Machinist, basting 
8129	Machinist, battery 
5413	Machinist, beading 
8113	Machinist, beaming (textile weaving) 
8125	Machinist, bearing, ball 
8137	Machinist, bedding 
8137	Machinist, belt, conveyor 
8125	Machinist, bending, press 
8117	Machinist, bending (iron works) 
8129	Machinist, bending (sheet metal working) 
8115	Machinist, bias (rubber tyre mfr) 
5423	Machinist, binding, perfect 
8137	Machinist, binding 
8111	Machinist, biscuit 
8137	Machinist, blanket 
8125	Machinist, blasting, vapour 
5419	Machinist, blocking 
8137	Machinist, blouse 
8113	Machinist, blowing 
8113	Machinist, bobbin 
8129	Machinist, bolt 
4217	Machinist, book-keeping 
5413	Machinist, boot 
5221	Machinist, boring (metal)
8121	Machinist, boring (wood)
8122	Machinist, boring (coal mine) 
8112	Machinist, bottle 
9134	Machinist, bottling 
8125	Machinist, box, axle 
8121	Machinist, box (paper goods mfr) 
8121	Machinist, box and slide (cardboard box mfr) 
8113	Machinist, braid 
8113	Machinist, braiding (asbestos rope mfr) 
8129	Machinist, braiding (cable mfr) 
8125	Machinist, brass 
5215	Machinist, brazing 
8113	Machinist, breadthening 
8112	Machinist, brick 
8125	Machinist, broaching 
5422	Machinist, bronzing 
5413	Machinist, brush 
8113	Machinist, brushing, cross 
8114	Machinist, brushing (leather dressing) 
8121	Machinist, brushing (paper mfr) 
8113	Machinist, brushing (textile mfr) 
8114	Machinist, buffing (leather dressing) 
8113	Machinist, buffing (leathercloth mfr) 
8125	Machinist, buffing (metal trades) 
8116	Machinist, buffing (plastics goods mfr) 
8121	Machinist, builder's 
8112	Machinist, building, micanite 
8129	Machinist, bullet 
8113	Machinist, bullion 
8113	Machinist, bumping 
8121	Machinist, burnishing 
5431	Machinist, butcher's 
8137	Machinist, button (clothing mfr) 
8129	Machinist, button 
8137	Machinist, buttonhole 
8137	Machinist, buttoning (clothing mfr) 
8121	Machinist, cabinet 
8129	Machinist, cable 
8113	Machinist, cabling (rope, twine mfr) 
8129	Machinist, cabling 
4217	Machinist, calculating 
8116	Machinist, calender (plastics goods mfr) 
8137	Machinist, canvas 
8125	Machinist, cap, bottle 
8137	Machinist, cap 
9134	Machinist, capping, bottle 
8131	Machinist, capping, lamp 
8125	Machinist, capstan 
8125	Machinist, capsule (metal)
8129	Machinist, carbon 
8114	Machinist, carding (fur dressing) 
8113	Machinist, carding 
8137	Machinist, carpet 
8117	Machinist, casting, centrifugal (steel)
5212	Machinist, casting, die 
8114	Machinist, casting, film 
5421	Machinist, casting, monotype 
8117	Machinist, casting, pig 
8114	Machinist, casting (transparent cellulose wrappings mfr) 
8125	Machinist, centering 
8111	Machinist, centrifugal (sugar)
8229	Machinist, chipping 
5431	Machinist, chopping (meat)
8111	Machinist, cigar 
8111	Machinist, cigarette 
9132	Machinist, cleaning (seed merchants) 
9134	Machinist, closing (canned foods mfr) 
5413	Machinist, closing (footwear mfr) 
8113	Machinist, closing (rope, twine mfr) 
8129	Machinist, closing (wire rope, cable mfr) 
8137	Machinist, clothing 
5221	Machinist, CNC 
8137	Machinist, coat 
8112	Machinist, coating, glass (bulb, valve mfr) 
8121	Machinist, coating, paper 
8121	Machinist, coating (carbon paper)
8114	Machinist, coating (photographic films)
8113	Machinist, coating (carpet, rug mfr) 
8116	Machinist, coating (plastics goods mfr) 
8113	Machinist, coating (textile mfr) 
8117	Machinist, coiling (metal tube mfr) 
8137	Machinist, collar (clothing mfr) 
9234	Machinist, collar (laundry, launderette, dry cleaning) 
8127	Machinist, collating 
5423	Machinist, collotype 
8113	Machinist, combing (textile spinning) 
8121	Machinist, combining (paper mfr) 
5423	Machinist, combining (textile printing) 
8114	Machinist, compressing (tablets, pills)
8113	Machinist, condenser (textile mfr) 
5214	Machinist, constructional 
8121	Machinist, cooper's 
8125	Machinist, copying 
8121	Machinist, cording (paper goods mfr) 
8129	Machinist, cork 
8137	Machinist, cornelly 
8137	Machinist, cornely 
8121	Machinist, corrugating 
8137	Machinist, corset 
8115	Machinist, covering, rubber 
8111	Machinist, cream, ice 
8113	Machinist, cropping 
8115	Machinist, curing (rubber)
8121	Machinist, cutting, cloth, emery 
8129	Machinist, cutting, core 
8125	Machinist, cutting, gear 
8112	Machinist, cutting, glass 
8121	Machinist, cutting, paper 
8116	Machinist, cutting, plastics 
8129	Machinist, cutting, plate (shipbuilding) 
8129	Machinist, cutting, rotary (metal)
8115	Machinist, cutting, rubber 
8121	Machinist, cutting, tube (cardboard)
8121	Machinist, cutting, wood 
8114	Machinist, cutting (asbestos)
8129	Machinist, cutting (cork)
8129	Machinist, cutting (metal)
8121	Machinist, cutting (paper)
8116	Machinist, cutting (plastics)
8115	Machinist, cutting (rubber)
5414	Machinist, cutting (clothing mfr) 
8122	Machinist, cutting (coal mine) 
8129	Machinist, cutting (metal trades) 
8121	Machinist, cutting (paper goods mfr) 
8121	Machinist, cutting (paper mfr) 
8114	Machinist, cutting (soap, detergent mfr) 
8111	Machinist, cutting (sugar confectionery mfr) 
8113	Machinist, cutting (textile mfr) 
8111	Machinist, cutting (tobacco mfr) 
8115	Machinist, cutting (tyre mfr) 
8111	Machinist, cutting and wrapping (bakery) 
8113	Machinist, cuttling 
8125	Machinist, cycle 
8127	Machinist, cylinder (printing) 
8113	Machinist, damping (textile mfr) 
8137	Machinist, darning (textile mfr) 
8127	Machinist, decollating 
5423	Machinist, developing, film 
8139	Machinist, dipping 
8113	Machinist, doubling 
8111	Machinist, dough 
8117	Machinist, drawing, wire 
8113	Machinist, drawing (textile mfr) 
8137	Machinist, dress 
8113	Machinist, dressing, fibre 
8114	Machinist, dressing, pelt 
8137	Machinist, dressing, surgical 
8125	Machinist, dressing (metal trades) 
8137	Machinist, dressmaker's 
8125	Machinist, drilling (metal trades) 
8123	Machinist, drilling (mine: not coal) 
8121	Machinist, drilling (wood products mfr) 
8113	Machinist, drying, cloth 
8111	Machinist, drying (food products mfr) 
8113	Machinist, drying (textile mfr) 
8111	Machinist, drying (tobacco mfr) 
5423	Machinist, duplicating, offset 
8127	Machinist, duplicating 
8127	Machinist, dyeline 
8137	Machinist, elasticator 
5223	Machinist, electrochemical 
8119	Machinist, embossing (floor and leather cloth mfr) 
8114	Machinist, embossing (leather dressing) 
8121	Machinist, embossing (wood products mfr) 
5423	Machinist, embossing 
8137	Machinist, embroidery 
8125	Machinist, engineer's 
5223	Machinist, engineering 
8129	Machinist, engraver's 
8111	Machinist, enrobing 
8121	Machinist, envelope 
8117	Machinist, extruding (metal tube mfr) 
8116	Machinist, extruding (plastics goods mfr) 
8115	Machinist, extruding (rubber goods mfr) 
8129	Machinist, eyelet 
5419	Machinist, eyelet-hole 
8137	Machinist, fabric, circular 
5221	Machinist, facing 
8137	Machinist, fancy 
8137	Machinist, feather 
8137	Machinist, felling 
8113	Machinist, felt, needleloom 
8125	Machinist, fettling (metal trades) 
8121	Machinist, fibre, vulcanised 
8111	Machinist, filling, skin (sausage)
9134	Machinist, filling (cosmetic mfr) 
9134	Machinist, filling (food canning) 
9134	Machinist, filling and capping 
8114	Machinist, film, cellulose 
8114	Machinist, filter (celluloid)
8113	Machinist, finisher (textile mfr) 
8137	Machinist, flag 
8125	Machinist, flanging 
8137	Machinist, flat, hand 
8137	Machinist, flat (clothing mfr) 
5413	Machinist, flat (footwear mfr) 
8114	Machinist, fleshing 
8113	Machinist, flock 
8116	Machinist, foam 
8127	Machinist, folding (printing) 
8113	Machinist, folding (textile mfr) 
8111	Machinist, fondant 
8137	Machinist, foot 
8115	Machinist, forcing 
8117	Machinist, forge 
8117	Machinist, forging 
8113	Machinist, forming (twine mfr) 
8114	Machinist, frizing (tannery) 
8112	Machinist, frosting (glass mfr) 
8137	Machinist, fur 
8113	Machinist, garnet 
8113	Machinist, gilling 
8113	Machinist, gimping (pattern cards)
8137	Machinist, glove (leather)
8137	Machinist, glove (woollen)
8121	Machinist, gluing and winding, tube (cardboard)
8118	Machinist, gold 
8137	Machinist, gown 
8129	Machinist, grading (garment pattern)
8111	Machinist, grading (sugar)
8114	Machinist, graphite 
8127	Machinist, gravure (printing) 
8125	Machinist, grinding, shaft 
8119	Machinist, grinding (cement mfr) 
8112	Machinist, grinding (glass mfr) 
5221	Machinist, grinding (metal trades) 
8114	Machinist, grinding (paint mfr) 
8121	Machinist, grinding (paper mfr) 
8129	Machinist, guillotine (metal trades) 
8121	Machinist, guillotine (paper goods mfr) 
8116	Machinist, guillotine (plastics goods mfr) 
8115	Machinist, guillotine (rubber goods mfr) 
5419	Machinist, guillotine (textile mfr) 
8229	Machinist, gully 
8121	Machinist, gumming (gum paper)
8139	Machinist, gumming (paper goods mfr) 
8113	Machinist, hair, horse 
8137	Machinist, hand, repairer 
8137	Machinist, hand (clothing mfr) 
8125	Machinist, hand (metal trades) 
8121	Machinist, handle 
8113	Machinist, hanking 
8113	Machinist, hardening 
8129	Machinist, heading (bolt, nail, nut, rivet, screw mfr) 
8113	Machinist, healding 
8137	Machinist, hemming 
8137	Machinist, hemstitch 
8114	Machinist, hide (leather merchants) 
8125	Machinist, hobbing 
8125	Machinist, honing 
8113	Machinist, hopper 
8137	Machinist, hosiery, surgical 
8137	Machinist, hosiery 
8113	Machinist, house (twine mfr) 
8111	Machinist, ice-cream 
8121	Machinist, impregnating (paper mfr) 
8114	Machinist, impregnating (plastics goods mfr) 
8121	Machinist, insulating, paper 
8137	Machinist, jacket 
8137	Machinist, jacquard 
9132	Machinist, jetting (industrial cleaning) 
8112	Machinist, jigger 
8114	Machinist, jigging 
8129	Machinist, joggling 
8121	Machinist, joiner 
8121	Machinist, joiner's 
8112	Machinist, jolley 
8137	Machinist, knicker 
8137	Machinist, knitting 
8113	Machinist, knotting, warp 
8113	Machinist, knotting (textile mfr) 
9134	Machinist, labelling 
8137	Machinist, lace (lace mfr) 
8137	Machinist, lace (textile mfr) 
8113	Machinist, lap 
8125	Machinist, lapping (metal trades) 
8113	Machinist, lapping (textile mfr) 
8137	Machinist, lashing 
5413	Machinist, lasting 
5221	Machinist, lathe (metal trades) 
9234	Machinist, laundry 
8137	Machinist, leather (clothing mfr) 
5413	Machinist, leather 
8229	Machinist, levelling, rail 
5413	Machinist, levelling 
8137	Machinist, linen 
8137	Machinist, lining (clothing mfr) 
5413	Machinist, lining (footwear mfr) 
8137	Machinist, lining (hat mfr) 
8121	Machinist, lining (paper mfr) 
5421	Machinist, linotype 
8127	Machinist, lithographic 
8122	Machinist, loading, power 
8137	Machinist, lock, flat 
8137	Machinist, lockstitch 
8113	Machinist, looming 
5223	Machinist, maintenance 
8121	Machinist, maker's, crate 
8112	Machinist, making, bottle 
8121	Machinist, making, box 
8112	Machinist, making, brick 
8125	Machinist, making, chain (cycle chains)
8111	Machinist, making, cigarette 
8111	Machinist, making, sausage 
8129	Machinist, making, screw 
8121	Machinist, making (abrasive paper, cloth mfr) 
8119	Machinist, making (plasterboard mfr) 
8134	Machinist, measuring (piece goods)
8113	Machinist, medicating (surgical dressings)
5236	Machinist, metal, shipyard 
8125	Machinist, metal 
8112	Machinist, mica 
8111	Machinist, milk, dried 
8125	Machinist, mill, boring 
8121	Machinist, mill, moulding 
8121	Machinist, mill, saw 
8137	Machinist, millinery 
8129	Machinist, milling (cemented carbide goods mfr) 
8111	Machinist, milling (food products mfr) 
5221	Machinist, milling (metal trades) 
5431	Machinist, mincing (meat)
8121	Machinist, mixing (abrasive paper, cloth mfr) 
8111	Machinist, mixing (bakery) 
8111	Machinist, mixing (food products mfr) 
8115	Machinist, mixing (rubber mfr) 
8117	Machinist, moulding (lead refining) 
8116	Machinist, moulding (plastics goods mfr) 
8115	Machinist, moulding (rubber goods mfr) 
8121	Machinist, moulding (wood products mfr) 
8129	Machinist, nail 
8139	Machinist, nailing 
8137	Machinist, needle 
8137	Machinist, net 
8125	Machinist, nos (engineering) 
8125	Machinist, nosing 
9219	Machinist, office 
8137	Machinist, oilskin 
8113	Machinist, opening (asbestos opening) 
8137	Machinist, outer-wear 
8137	Machinist, outerwear 
8137	Machinist, overhead 
8137	Machinist, overlock 
8137	Machinist, overlocking 
9134	Machinist, packing 
8137	Machinist, padding (clothing mfr) 
8114	Machinist, paint (paint mfr) 
8112	Machinist, painting, slip 
8121	Machinist, paper, carbon 
8121	Machinist, paper, crinkled 
8121	Machinist, paper (paper goods mfr) 
8121	Machinist, pasteboard 
8121	Machinist, pasting (pasteboard)
8229	Machinist, paving, concrete 
5413	Machinist, perforating (footwear mfr) 
8121	Machinist, perforating (paper goods mfr) 
8113	Machinist, perpetual 
9219	Machinist, photocopying 
8127	Machinist, photogravure 
8113	Machinist, pickering (textile mfr) 
8111	Machinist, pie 
8129	Machinist, pin 
8112	Machinist, pipe, sanitary 
8113	Machinist, piping (textile smallwares mfr) 
8137	Machinist, plain (shirts)
8113	Machinist, plaiting (rope, twine mfr) 
8129	Machinist, planing, plate 
8125	Machinist, planing (metal trades) 
8121	Machinist, planing (wood products mfr) 
8116	Machinist, plastic (cable mfr) 
8116	Machinist, plastics 
5421	Machinist, plate-backing (photographic plate mfr) 
8127	Machinist, platen 
8118	Machinist, plating, wire 
8118	Machinist, plating (metal trades) 
8121	Machinist, pleating, paper 
8137	Machinist, pleating 
8125	Machinist, polishing (metal trades) 
8113	Machinist, polishing (velvet mfr) 
8137	Machinist, post (clothing mfr) 
5413	Machinist, post (footwear mfr) 
8114	Machinist, powder, soap 
8113	Machinist, preparing 
8127	Machinist, press, letter 
8125	Machinist, press (metal trades) 
8116	Machinist, press (plastics goods mfr) 
8127	Machinist, press (printing) 
8115	Machinist, press (rubber goods mfr) 
8139	Machinist, pressing, transfer 
8113	Machinist, pressing (textile mfr) 
5413	Machinist, pressure 
8127	Machinist, printer's 
5423	Machinist, printing, film 
8127	Machinist, printing 
8132	Machinist, production (vehicle mfr) 
8125	Machinist, profiling 
8113	Machinist, pulling, rag 
8125	Machinist, punching (metal trades) 
8121	Machinist, punching (paper goods mfr) 
8137	Machinist, quilting 
8113	Machinist, ragging (cotton rag)
8113	Machinist, raising 
8113	Machinist, randing 
8123	Machinist, ratchet 
8125	Machinist, reamering 
8113	Machinist, ribbon, typewriter 
8113	Machinist, ring 
8129	Machinist, rivet 
5413	Machinist, riveting (leather goods mfr) 
8132	Machinist, riveting (metal trades) 
8139	Machinist, riveting (plastics goods mfr) 
8121	Machinist, roll, toilet 
8116	Machinist, roller (plastics goods mfr) 
8113	Machinist, roller (textile mfr) 
8117	Machinist, rolling (metal trades) 
8129	Machinist, rolling (sheet metal working) 
8113	Machinist, rolling (textile mfr) 
8125	Machinist, room, tool 
8113	Machinist, rope (textile)
8129	Machinist, rope (wire)
8114	Machinist, rotary (textile bleaching, dyeing) 
8127	Machinist, rotary 
8125	Machinist, router (metal trades) 
8111	Machinist, rubbing (food products mfr) 
8137	Machinist, rug and blanket, horse 
8121	Machinist, ruling 
8113	Machinist, running-down 
8137	Machinist, sack 
8137	Machinist, sample 
8125	Machinist, sanding (metal)
8129	Machinist, sanding (micanite)
8121	Machinist, sanding (wood)
8121	Machinist, sandpapering 
